id,date,time,name,size,type,price,Discount
2015-000016,,0 days 13:34:07,napolitana,S,classic,12.0,1.2000000000000002
2015-000017,,0 days 13:53:00,mediterraneo,M,veggie,16.0,1.6
2015-000017,,0 days 13:53:00,bbq_ckn,L,chicken,20.75,2.075
2015-000017,,0 days 13:53:00,ital_supr,M,supreme,16.5,1.6500000000000001
2015-000017,,0 days 13:53:00,mexicana,L,veggie,20.25,2.025
2015-000017,,0 days 13:53:00,four_cheese,M,veggie,14.75,1.475
2015-000017,,0 days 13:53:00,spinach_fet,L,veggie,20.25,2.025
2015-000017,,0 days 13:53:00,mediterraneo,M,veggie,16.0,1.6
2015-000017,,0 days 13:53:00,five_cheese,L,veggie,18.5,1.85
2015-000017,,0 days 13:53:00,ital_veggie,S,veggie,12.75,1.2750000000000001
2015-000017,,0 days 13:53:00,calabrese,M,supreme,16.25,1.625
2015-000017,,0 days 13:53:00,peppr_salami,S,supreme,12.5,1.25
2015-000018,,0 days 13:57:08,napolitana,L,classic,20.5,2.0500000000000003
2015-000019,,0 days 13:59:09,sicilian,L,supreme,20.25,2.025
2015-000019,,0 days 13:59:09,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-000020,,0 days 14:03:08,five_cheese,L,veggie,18.5,1.85
2015-000020,,0 days 14:03:08,big_meat,S,classic,12.0,1.2000000000000002
2015-000021,,0 days 14:14:29,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-000022,,0 days 14:16:26,ital_cpcllo,M,classic,16.0,1.6
2015-000022,,0 days 14:16:26,southw_ckn,L,chicken,20.75,2.075
2015-000022,,0 days 14:16:26,five_cheese,L,veggie,18.5,1.85
2015-000023,,0 days 14:19:03,southw_ckn,S,chicken,12.75,1.2750000000000001
2015-000024,,0 days 14:23:01,ital_cpcllo,M,classic,16.0,1.6
2015-000024,,0 days 14:23:01,pepperoni,M,classic,12.5,1.25
2015-000024,,0 days 14:23:01,prsc_argla,S,supreme,12.5,1.25
2015-000024,,0 days 14:23:01,bbq_ckn,M,chicken,16.75,1.675
2015-000025,,0 days 14:44:44,thai_ckn,L,chicken,20.75,2.075
2015-000025,,0 days 14:44:44,sicilian,M,supreme,16.25,1.625
2015-000026,,0 days 14:54:26,classic_dlx,S,classic,12.0,1.2000000000000002
2015-000026,,0 days 14:54:26,veggie_veg,L,veggie,20.25,2.025
2015-000027,,0 days 15:11:17,bbq_ckn,L,chicken,20.75,2.075
2015-000027,,0 days 15:11:17,spinach_fet,L,veggie,20.25,2.025
2015-000027,,0 days 15:11:17,classic_dlx,M,classic,16.0,1.6
2015-000028,,0 days 15:35:46,ckn_alfredo,S,chicken,12.75,1.2750000000000001
2015-000029,,0 days 15:41:01,green_garden,S,veggie,12.0,1.2000000000000002
2015-000030,,0 days 15:41:25,thai_ckn,L,chicken,20.75,2.075
2015-000031,,0 days 15:50:18,mexicana,M,veggie,16.0,1.6
2015-000031,,0 days 15:50:18,pepperoni,S,classic,9.75,0.9750000000000001
2015-000032,,0 days 15:53:18,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-000032,,0 days 15:53:18,green_garden,L,veggie,20.25,2.025
2015-000032,,0 days 15:53:18,big_meat,S,classic,12.0,1.2000000000000002
2015-000032,,0 days 15:53:18,ital_supr,M,supreme,16.5,1.6500000000000001
2015-000033,,0 days 15:54:08,bbq_ckn,L,chicken,20.75,2.075
2015-000033,,0 days 15:54:08,green_garden,S,veggie,12.0,1.2000000000000002
2015-000034,,0 days 16:21:21,the_greek,S,classic,12.0,1.2000000000000002
2015-000035,,0 days 16:32:04,pepperoni,M,classic,12.5,1.25
2015-000035,,0 days 16:32:04,pep_msh_pep,L,classic,17.5,1.75
2015-000035,,0 days 16:32:04,thai_ckn,L,chicken,20.75,2.075
2015-000035,,0 days 16:32:04,green_garden,M,veggie,16.0,1.6
2015-000036,,0 days 16:54:09,bbq_ckn,M,chicken,16.75,1.675
2015-000036,,0 days 16:54:09,classic_dlx,M,classic,16.0,1.6
2015-000037,,0 days 16:56:09,mexicana,L,veggie,20.25,2.025
2015-000037,,0 days 16:56:09,ital_supr,L,supreme,20.75,2.075
2015-000038,,0 days 17:03:00,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-000038,,0 days 17:03:00,hawaiian,S,classic,10.5,1.05
2015-000039,,0 days 17:07:23,ital_supr,L,supreme,20.75,2.075
2015-000040,,0 days 17:14:36,southw_ckn,S,chicken,12.75,1.2750000000000001
2015-000040,,0 days 17:14:36,four_cheese,L,veggie,17.95,1.795
2015-000041,,0 days 17:15:20,green_garden,S,veggie,12.0,1.2000000000000002
2015-000041,,0 days 17:15:20,four_cheese,M,veggie,14.75,1.475
2015-000042,,0 days 17:28:09,big_meat,S,classic,12.0,1.2000000000000002
2015-000042,,0 days 17:28:09,five_cheese,L,veggie,18.5,1.85
2015-000042,,0 days 17:28:09,peppr_salami,M,supreme,16.5,1.6500000000000001
2015-000042,,0 days 17:28:09,mexicana,L,veggie,20.25,2.025
2015-000043,,0 days 17:38:34,ital_supr,M,supreme,16.5,1.6500000000000001
2015-000043,,0 days 17:38:34,peppr_salami,L,supreme,20.75,2.075
2015-000043,,0 days 17:38:34,ckn_alfredo,M,chicken,16.75,1.675
2015-000044,,0 days 17:54:20,spin_pesto,S,veggie,12.5,1.25
2015-000045,,0 days 17:55:48,four_cheese,L,veggie,17.95,1.795
2015-000045,,0 days 17:55:48,hawaiian,S,classic,10.5,1.05
2015-000045,,0 days 17:55:48,thai_ckn,M,chicken,16.75,1.675
2015-000046,,0 days 18:25:51,thai_ckn,M,chicken,16.75,1.675
2015-000046,,0 days 18:25:51,ckn_pesto,L,chicken,20.75,2.075
2015-000046,,0 days 18:25:51,classic_dlx,L,classic,20.5,2.0500000000000003
2015-000047,,0 days 18:26:34,veggie_veg,S,veggie,12.0,1.2000000000000002
2015-000047,,0 days 18:26:34,southw_ckn,L,chicken,20.75,2.075
2015-000048,,0 days 18:26:42,prsc_argla,L,supreme,20.75,2.075
2015-000048,,0 days 18:26:42,spicy_ital,L,supreme,20.75,2.075
2015-000048,,0 days 18:26:42,green_garden,S,veggie,12.0,1.2000000000000002
2015-000048,,0 days 18:26:42,ckn_pesto,M,chicken,16.75,1.675
2015-000049,,0 days 18:33:00,sicilian,L,supreme,20.25,2.025
2015-000050,,0 days 18:41:01,the_greek,XL,classic,25.5,2.5500000000000003
2015-000051,,0 days 18:48:28,bbq_ckn,L,chicken,20.75,2.075
2015-000051,,0 days 18:48:28,pep_msh_pep,L,classic,17.5,1.75
2015-000052,,0 days 18:53:02,spicy_ital,L,supreme,20.75,2.075
2015-000052,,0 days 18:53:02,mexicana,L,veggie,20.25,2.025
2015-000052,,0 days 18:53:02,hawaiian,L,classic,16.5,1.6500000000000001
2015-000053,,0 days 18:54:17,pep_msh_pep,S,classic,11.0,1.1
2015-000053,,0 days 18:54:17,spinach_supr,M,supreme,16.5,1.6500000000000001
2015-000054,,0 days 19:01:45,prsc_argla,M,supreme,16.5,1.6500000000000001
2015-000054,,0 days 19:01:45,thai_ckn,L,chicken,20.75,2.075
2015-000055,,0 days 19:03:19,peppr_salami,S,supreme,12.5,1.25
2015-000055,,0 days 19:03:19,spicy_ital,L,supreme,20.75,2.075
2015-000056,,0 days 19:07:00,southw_ckn,M,chicken,16.75,1.675
2015-000056,,0 days 19:07:00,classic_dlx,M,classic,16.0,1.6
2015-000056,,0 days 19:07:00,mediterraneo,L,veggie,20.25,2.025
2015-000057,,0 days 19:10:51,classic_dlx,M,classic,16.0,1.6
2015-000058,,0 days 19:30:40,five_cheese,L,veggie,18.5,1.85
2015-000058,,0 days 19:30:40,pepperoni,M,classic,12.5,1.25
2015-000059,,0 days 19:40:08,pep_msh_pep,S,classic,11.0,1.1
2015-000059,,0 days 19:40:08,pepperoni,L,classic,15.25,1.5250000000000001
2015-000059,,0 days 19:40:08,ital_veggie,S,veggie,12.75,1.2750000000000001
2015-000060,,0 days 20:05:16,ckn_pesto,L,chicken,20.75,2.075
2015-000060,,0 days 20:05:16,four_cheese,M,veggie,14.75,1.475
2015-000061,,0 days 20:08:43,ital_supr,L,supreme,20.75,2.075
2015-000061,,0 days 20:08:43,bbq_ckn,M,chicken,16.75,1.675
2015-000062,,0 days 20:50:16,spinach_supr,M,supreme,16.5,1.6500000000000001
2015-000062,,0 days 20:50:16,bbq_ckn,M,chicken,16.75,1.675
2015-000063,,0 days 20:51:42,pep_msh_pep,M,classic,14.5,1.4500000000000002
2015-000064,,0 days 20:52:08,big_meat,S,classic,12.0,1.2000000000000002
2015-000065,,0 days 21:16:00,spinach_supr,M,supreme,16.5,1.6500000000000001
2015-000065,,0 days 21:16:00,pep_msh_pep,S,classic,11.0,1.1
2015-000065,,0 days 21:16:00,sicilian,S,supreme,12.25,1.225
2015-000065,,0 days 21:16:00,spicy_ital,S,supreme,12.5,1.25
2015-000066,,0 days 21:47:55,classic_dlx,M,classic,16.0,1.6
2015-000066,,0 days 21:47:55,ital_cpcllo,M,classic,16.0,1.6
2015-000067,,0 days 22:03:40,southw_ckn,L,chicken,20.75,2.075
2015-000068,,0 days 22:07:32,ital_supr,L,supreme,20.75,2.075
2015-000068,,0 days 22:07:32,classic_dlx,M,classic,16.0,1.6
2015-000068,,0 days 22:07:32,ital_supr,M,supreme,16.5,1.6500000000000001
2015-000069,,0 days 22:12:13,bbq_ckn,L,chicken,20.75,2.075
2015-000070,,0 days 11:38:51,soppressata,L,supreme,20.75,2.075
2015-000070,,0 days 11:38:51,ital_veggie,S,veggie,12.75,1.2750000000000001
2015-000071,,0 days 11:40:50,thai_ckn,L,chicken,20.75,2.075
2015-000072,,0 days 11:57:25,spinach_fet,L,veggie,20.25,2.025
2015-000073,,0 days 11:58:56,thai_ckn,S,chicken,12.75,1.2750000000000001
2015-000074,,0 days 12:01:12,mexicana,L,veggie,20.25,2.025
2015-000074,,0 days 12:01:12,spin_pesto,S,veggie,12.5,1.25
2015-000074,,0 days 12:01:12,spinach_supr,L,supreme,20.75,2.075
2015-000074,,0 days 12:01:12,five_cheese,L,veggie,18.5,1.85
2015-000075,,0 days 12:10:15,napolitana,L,classic,20.5,2.0500000000000003
2015-000075,,0 days 12:10:15,ital_supr,S,supreme,12.5,1.25
2015-000075,,0 days 12:10:15,mediterraneo,L,veggie,20.25,2.025
2015-000076,,0 days 12:21:17,hawaiian,L,classic,16.5,1.6500000000000001
2015-000076,,0 days 12:21:17,ital_veggie,L,veggie,21.0,2.1
2015-000076,,0 days 12:21:17,spicy_ital,L,supreme,20.75,2.075
2015-000076,,0 days 12:21:17,big_meat,S,classic,12.0,1.2000000000000002
2015-000077,,0 days 12:22:46,hawaiian,M,classic,13.25,1.3250000000000002
2015-000077,,0 days 12:22:46,bbq_ckn,M,chicken,16.75,1.675
2015-000078,,0 days 12:28:14,classic_dlx,S,classic,12.0,1.2000000000000002
2015-000078,,0 days 12:28:14,spicy_ital,L,supreme,20.75,2.075
2015-000078,,0 days 12:28:14,spicy_ital,L,supreme,20.75,2.075
2015-000078,,0 days 12:28:14,thai_ckn,S,chicken,12.75,1.2750000000000001
2015-000078,,0 days 12:28:14,four_cheese,L,veggie,17.95,1.795
2015-000078,,0 days 12:28:14,ital_cpcllo,M,classic,16.0,1.6
2015-000078,,0 days 12:28:14,spicy_ital,L,supreme,20.75,2.075
2015-000078,,0 days 12:28:14,big_meat,S,classic,12.0,1.2000000000000002
2015-000079,,0 days 12:29:11,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-000079,,0 days 12:29:11,thai_ckn,L,chicken,20.75,2.075
2015-000079,,0 days 12:29:11,pep_msh_pep,S,classic,11.0,1.1
2015-000080,,0 days 12:35:38,pepperoni,S,classic,9.75,0.9750000000000001
2015-000080,,0 days 12:35:38,thai_ckn,M,chicken,16.75,1.675
2015-000081,,0 days 12:40:01,thai_ckn,L,chicken,20.75,2.075
2015-000082,,0 days 12:45:51,spicy_ital,L,supreme,20.75,2.075
2015-000082,,0 days 12:45:51,big_meat,S,classic,12.0,1.2000000000000002
2015-000082,,0 days 12:45:51,cali_ckn,M,chicken,16.75,1.675
2015-000082,,0 days 12:45:51,veggie_veg,M,veggie,16.0,1.6
2015-000083,,0 days 12:53:27,southw_ckn,S,chicken,12.75,1.2750000000000001
2015-000084,,0 days 13:13:41,pepperoni,L,classic,15.25,1.5250000000000001
2015-000085,,0 days 13:34:49,classic_dlx,S,classic,12.0,1.2000000000000002
2015-000085,,0 days 13:34:49,classic_dlx,M,classic,16.0,1.6
2015-000085,,0 days 13:34:49,ital_supr,L,supreme,20.75,2.075
2015-000085,,0 days 13:34:49,the_greek,M,classic,16.0,1.6
2015-000086,,0 days 13:40:31,hawaiian,L,classic,16.5,1.6500000000000001
2015-000087,,0 days 14:01:02,mexicana,M,veggie,16.0,1.6
2015-000087,,0 days 14:01:02,ital_cpcllo,M,classic,16.0,1.6
2015-000087,,0 days 14:01:02,spinach_supr,S,supreme,12.5,1.25
2015-000087,,0 days 14:01:02,spinach_supr,L,supreme,20.75,2.075
2015-000088,,0 days 14:10:08,five_cheese,L,veggie,18.5,1.85
2015-000089,,0 days 14:30:19,thai_ckn,L,chicken,20.75,2.075
2015-000089,,0 days 14:30:19,soppressata,L,supreme,20.75,2.075
2015-000090,,0 days 15:08:48,thai_ckn,S,chicken,12.75,1.2750000000000001
2015-000090,,0 days 15:08:48,sicilian,L,supreme,20.25,2.025
2015-000091,,0 days 15:14:43,bbq_ckn,L,chicken,20.75,2.075
2015-000091,,0 days 15:14:43,pepperoni,S,classic,9.75,0.9750000000000001
2015-000091,,0 days 15:14:43,bbq_ckn,L,chicken,20.75,2.075
2015-000091,,0 days 15:14:43,ckn_pesto,S,chicken,12.75,1.2750000000000001
2015-000092,,0 days 15:17:02,spinach_fet,S,veggie,12.0,1.2000000000000002
2015-000092,,0 days 15:17:02,ital_supr,M,supreme,16.5,1.6500000000000001
2015-000092,,0 days 15:17:02,peppr_salami,M,supreme,16.5,1.6500000000000001
2015-000092,,0 days 15:17:02,bbq_ckn,M,chicken,16.75,1.675
2015-000092,,0 days 15:17:02,spinach_supr,S,supreme,12.5,1.25
2015-000092,,0 days 15:17:02,the_greek,M,classic,16.0,1.6
2015-000092,,0 days 15:17:02,ital_supr,L,supreme,20.75,2.075
2015-000092,,0 days 15:17:02,pepperoni,M,classic,12.5,1.25
2015-000092,,0 days 15:17:02,ital_veggie,S,veggie,12.75,1.2750000000000001
2015-000092,,0 days 15:17:02,the_greek,M,classic,16.0,1.6
2015-000093,,0 days 15:29:31,sicilian,M,supreme,16.25,1.625
2015-000094,,0 days 16:17:16,ital_cpcllo,M,classic,16.0,1.6
2015-000094,,0 days 16:17:16,southw_ckn,S,chicken,12.75,1.2750000000000001
2015-000095,,0 days 16:18:04,peppr_salami,L,supreme,20.75,2.075
2015-000095,,0 days 16:18:04,napolitana,S,classic,12.0,1.2000000000000002
2015-000096,,0 days 16:21:20,napolitana,S,classic,12.0,1.2000000000000002
2015-000097,,0 days 16:45:33,big_meat,S,classic,12.0,1.2000000000000002
2015-000098,,0 days 17:18:18,napolitana,L,classic,20.5,2.0500000000000003
2015-000098,,0 days 17:18:18,classic_dlx,L,classic,20.5,2.0500000000000003
2015-000099,,0 days 17:45:42,ital_supr,L,supreme,20.75,2.075
2015-000100,,0 days 17:46:17,hawaiian,L,classic,16.5,1.6500000000000001
2015-000101,,0 days 17:51:33,soppressata,L,supreme,20.75,2.075
2015-000101,,0 days 17:51:33,cali_ckn,L,chicken,20.75,2.075
2015-000101,,0 days 17:51:33,pepperoni,L,classic,15.25,1.5250000000000001
2015-000101,,0 days 17:51:33,spicy_ital,M,supreme,16.5,1.6500000000000001
2015-000102,,0 days 17:54:04,prsc_argla,S,supreme,12.5,1.25
2015-000102,,0 days 17:54:04,bbq_ckn,S,chicken,12.75,1.2750000000000001
2015-000103,,0 days 18:02:09,spinach_supr,S,supreme,12.5,1.25
2015-000104,,0 days 18:02:12,veggie_veg,L,veggie,20.25,2.025
2015-000104,,0 days 18:02:12,bbq_ckn,M,chicken,16.75,1.675
2015-000104,,0 days 18:02:12,ital_veggie,M,veggie,16.75,1.675
2015-000104,,0 days 18:02:12,ckn_alfredo,M,chicken,16.75,1.675
2015-000105,,0 days 18:12:01,hawaiian,S,classic,10.5,1.05
2015-000105,,0 days 18:12:01,hawaiian,S,classic,10.5,1.05
2015-000105,,0 days 18:12:01,prsc_argla,M,supreme,16.5,1.6500000000000001
2015-000105,,0 days 18:12:01,pepperoni,L,classic,15.25,1.5250000000000001
2015-000106,,0 days 18:12:13,spicy_ital,L,supreme,20.75,2.075
2015-000106,,0 days 18:12:13,mexicana,L,veggie,20.25,2.025
2015-000107,,0 days 18:25:09,ital_supr,M,supreme,16.5,1.6500000000000001
2015-000107,,0 days 18:25:09,cali_ckn,L,chicken,20.75,2.075
2015-000107,,0 days 18:25:09,veggie_veg,L,veggie,20.25,2.025
2015-000107,,0 days 18:25:09,spicy_ital,L,supreme,20.75,2.075
2015-000108,,0 days 18:25:25,hawaiian,L,classic,16.5,1.6500000000000001
2015-000108,,0 days 18:25:25,classic_dlx,L,classic,20.5,2.0500000000000003
2015-000108,,0 days 18:25:25,spinach_supr,L,supreme,20.75,2.075
2015-000109,,0 days 18:27:50,prsc_argla,L,supreme,20.75,2.075
2015-000109,,0 days 18:27:50,pepperoni,M,classic,12.5,1.25
2015-000109,,0 days 18:27:50,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-000109,,0 days 18:27:50,ital_supr,L,supreme,20.75,2.075
2015-000110,,0 days 18:36:19,soppressata,L,supreme,20.75,2.075
2015-000110,,0 days 18:36:19,napolitana,L,classic,20.5,2.0500000000000003
2015-000110,,0 days 18:36:19,big_meat,S,classic,12.0,1.2000000000000002
2015-000110,,0 days 18:36:19,spicy_ital,S,supreme,12.5,1.25
2015-000111,,0 days 18:38:01,cali_ckn,M,chicken,16.75,1.675
2015-000111,,0 days 18:38:01,spin_pesto,L,veggie,20.75,2.075
2015-000111,,0 days 18:38:01,pepperoni,M,classic,12.5,1.25
2015-000111,,0 days 18:38:01,five_cheese,L,veggie,18.5,1.85
2015-000112,,0 days 18:41:40,pepperoni,S,classic,9.75,0.9750000000000001
2015-000113,,0 days 18:50:21,cali_ckn,L,chicken,20.75,2.075
2015-000113,,0 days 18:50:21,southw_ckn,M,chicken,16.75,1.675
2015-000113,,0 days 18:50:21,mexicana,L,veggie,20.25,2.025
2015-000114,,0 days 18:59:32,pepperoni,L,classic,15.25,1.5250000000000001
2015-000114,,0 days 18:59:32,sicilian,S,supreme,12.25,1.225
2015-000115,,0 days 19:05:17,thai_ckn,M,chicken,16.75,1.675
2015-000115,,0 days 19:05:17,big_meat,S,classic,12.0,1.2000000000000002
2015-000115,,0 days 19:05:17,napolitana,L,classic,20.5,2.0500000000000003
2015-000116,,0 days 19:18:49,five_cheese,L,veggie,18.5,1.85
2015-000117,,0 days 19:23:02,peppr_salami,M,supreme,16.5,1.6500000000000001
2015-000117,,0 days 19:23:02,sicilian,L,supreme,20.25,2.025
2015-000118,,0 days 19:26:59,prsc_argla,L,supreme,20.75,2.075
2015-000118,,0 days 19:26:59,spinach_fet,S,veggie,12.0,1.2000000000000002
2015-000119,,0 days 19:32:29,four_cheese,M,veggie,14.75,1.475
2015-000120,,0 days 19:35:07,spinach_fet,L,veggie,20.25,2.025
2015-000120,,0 days 19:35:07,hawaiian,S,classic,10.5,1.05
2015-000120,,0 days 19:35:07,classic_dlx,S,classic,12.0,1.2000000000000002
2015-000121,,0 days 19:38:48,sicilian,L,supreme,20.25,2.025
2015-000121,,0 days 19:38:48,bbq_ckn,M,chicken,16.75,1.675
2015-000121,,0 days 19:38:48,southw_ckn,L,chicken,20.75,2.075
2015-000121,,0 days 19:38:48,four_cheese,L,veggie,17.95,1.795
2015-000122,,0 days 19:50:19,ital_supr,M,supreme,16.5,1.6500000000000001
2015-000123,,0 days 20:12:09,ital_cpcllo,S,classic,12.0,1.2000000000000002
2015-000124,,0 days 20:12:34,bbq_ckn,S,chicken,12.75,1.2750000000000001
2015-000124,,0 days 20:12:34,the_greek,S,classic,12.0,1.2000000000000002
2015-000124,,0 days 20:12:34,sicilian,L,supreme,20.25,2.025
2015-000124,,0 days 20:12:34,spicy_ital,L,supreme,20.75,2.075
2015-000125,,0 days 20:31:06,the_greek,XL,classic,25.5,2.5500000000000003
2015-000126,,0 days 20:53:42,veggie_veg,L,veggie,20.25,2.025
2015-000127,,0 days 20:58:23,pepperoni,M,classic,12.5,1.25
2015-000128,,0 days 21:05:06,spicy_ital,S,supreme,12.5,1.25
2015-000129,,0 days 21:13:02,big_meat,S,classic,12.0,1.2000000000000002
2015-000129,,0 days 21:13:02,the_greek,M,classic,16.0,1.6
2015-000130,,0 days 21:14:55,mexicana,M,veggie,16.0,1.6
2015-000130,,0 days 21:14:55,southw_ckn,S,chicken,12.75,1.2750000000000001
2015-000130,,0 days 21:14:55,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-000130,,0 days 21:14:55,hawaiian,S,classic,10.5,1.05
2015-000131,,0 days 21:33:10,spinach_supr,S,supreme,12.5,1.25
2015-000131,,0 days 21:33:10,five_cheese,L,veggie,18.5,1.85
2015-000131,,0 days 21:33:10,green_garden,S,veggie,12.0,1.2000000000000002
2015-000131,,0 days 21:33:10,ckn_pesto,L,chicken,20.75,2.075
2015-000132,,0 days 21:42:45,pepperoni,S,classic,9.75,0.9750000000000001
2015-000133,,0 days 22:00:17,bbq_ckn,L,chicken,20.75,2.075
2015-000133,,0 days 22:00:17,hawaiian,L,classic,16.5,1.6500000000000001
2015-000133,,0 days 22:00:17,the_greek,S,classic,12.0,1.2000000000000002
2015-000134,,0 days 22:13:24,southw_ckn,L,chicken,20.75,2.075
2015-000134,,0 days 22:13:24,spinach_supr,S,supreme,12.5,1.25
2015-000134,,0 days 22:13:24,big_meat,S,classic,12.0,1.2000000000000002
2015-000135,,0 days 22:29:34,veggie_veg,L,veggie,20.25,2.025
2015-000136,,0 days 22:32:49,peppr_salami,S,supreme,12.5,1.25
2015-000136,,0 days 22:32:49,five_cheese,L,veggie,18.5,1.85
2015-000137,,0 days 11:34:10,mediterraneo,L,veggie,20.25,2.025
2015-000137,,0 days 11:34:10,spicy_ital,M,supreme,16.5,1.6500000000000001
2015-000137,,0 days 11:34:10,pepperoni,S,classic,9.75,0.9750000000000001
2015-000138,,0 days 11:44:50,ital_veggie,L,veggie,21.0,2.1
2015-000138,,0 days 11:44:50,sicilian,M,supreme,16.25,1.625
2015-000138,,0 days 11:44:50,four_cheese,L,veggie,17.95,1.795
2015-000138,,0 days 11:44:50,cali_ckn,M,chicken,16.75,1.675
2015-000139,,0 days 11:57:39,five_cheese,L,veggie,18.5,1.85
2015-000140,,0 days 12:26:44,veggie_veg,M,veggie,16.0,1.6
2015-000140,,0 days 12:26:44,prsc_argla,S,supreme,12.5,1.25
2015-000141,,0 days 13:16:01,classic_dlx,M,classic,16.0,1.6
2015-000142,,0 days 13:33:59,green_garden,M,veggie,16.0,1.6
2015-000143,,0 days 13:41:36,pepperoni,L,classic,15.25,1.5250000000000001
2015-000143,,0 days 13:41:36,mexicana,M,veggie,16.0,1.6
2015-000143,,0 days 13:41:36,classic_dlx,S,classic,12.0,1.2000000000000002
2015-000143,,0 days 13:41:36,thai_ckn,L,chicken,20.75,2.075
2015-000143,,0 days 13:41:36,cali_ckn,S,chicken,12.75,1.2750000000000001
2015-000143,,0 days 13:41:36,prsc_argla,S,supreme,12.5,1.25
2015-000143,,0 days 13:41:36,veggie_veg,M,veggie,16.0,1.6
2015-000143,,0 days 13:41:36,hawaiian,L,classic,16.5,1.6500000000000001
2015-000144,,0 days 13:44:28,five_cheese,L,veggie,18.5,1.85
2015-000144,,0 days 13:44:28,veggie_veg,L,veggie,20.25,2.025
2015-000144,,0 days 13:44:28,southw_ckn,S,chicken,12.75,1.2750000000000001
2015-000144,,0 days 13:44:28,thai_ckn,M,chicken,16.75,1.675
2015-000144,,0 days 13:44:28,bbq_ckn,M,chicken,16.75,1.675
2015-000144,,0 days 13:44:28,four_cheese,L,veggie,17.95,1.795
2015-000144,,0 days 13:44:28,bbq_ckn,M,chicken,16.75,1.675
2015-000144,,0 days 13:44:28,bbq_ckn,M,chicken,16.75,1.675
2015-000144,,0 days 13:44:28,big_meat,S,classic,12.0,1.2000000000000002
2015-000144,,0 days 13:44:28,spicy_ital,L,supreme,20.75,2.075
2015-000144,,0 days 13:44:28,cali_ckn,L,chicken,20.75,2.075
